station,start_at,end_at,path,start_time,end_time,start_date,start_hour,start_mn
10,2022-03-23T12:41:30,2022-03-23T14:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220323124130_20220323140009.mp4,2022-03-23 12:41:30,2022-03-23 14:00:09,2022-03-23,12,41
1,2022-03-23T21:00:00,2022-03-23T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220323210000_20220323220000.mp4,2022-03-23 21:00:00,2022-03-23 22:00:00,2022-03-23,21,0
9,2022-03-21T09:00:08,2022-03-21T10:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321090008_20220321100008.mp4,2022-03-21 09:00:08,2022-03-21 10:00:08,2022-03-21,9,0
10,2022-03-22T14:00:09,2022-03-22T15:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220322140009_20220322150009.mp4,2022-03-22 14:00:09,2022-03-22 15:00:09,2022-03-22,14,0
10,2022-03-20T19:00:09,2022-03-20T20:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220320190009_20220320200009.mp4,2022-03-20 19:00:09,2022-03-20 20:00:09,2022-03-20,19,0
9,2022-03-23T08:00:08,2022-03-23T09:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220323080008_20220323090008.mp4,2022-03-23 08:00:08,2022-03-23 09:00:08,2022-03-23,8,0
10,2022-03-18T15:00:09,2022-03-18T16:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220318150009_20220318160009.mp4,2022-03-18 15:00:09,2022-03-18 16:00:09,2022-03-18,15,0
9,2022-03-22T08:00:08,2022-03-22T09:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220322080008_20220322090008.mp4,2022-03-22 08:00:08,2022-03-22 09:00:08,2022-03-22,8,0
10,2022-03-21T19:00:09,2022-03-21T20:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220321190009_20220321200009.mp4,2022-03-21 19:00:09,2022-03-21 20:00:09,2022-03-21,19,0
10,2022-03-23T14:00:09,2022-03-23T15:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220323140009_20220323150009.mp4,2022-03-23 14:00:09,2022-03-23 15:00:09,2022-03-23,14,0
9,2022-03-20T09:00:08,2022-03-20T10:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220320090008_20220320100008.mp4,2022-03-20 09:00:08,2022-03-20 10:00:08,2022-03-20,9,0
2,2022-03-20T12:41:26,2022-03-20T14:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220320124126_20220320140001.mp4,2022-03-20 12:41:26,2022-03-20 14:00:01,2022-03-20,12,41
10,2022-03-19T15:00:09,2022-03-19T16:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220319150009_20220319160009.mp4,2022-03-19 15:00:09,2022-03-19 16:00:09,2022-03-19,15,0
9,2022-03-22T12:00:08,2022-03-22T13:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220322120008_20220322130008.mp4,2022-03-22 12:00:08,2022-03-22 13:00:08,2022-03-22,12,0
10,2022-03-22T19:00:09,2022-03-22T20:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220322190009_20220322200009.mp4,2022-03-22 19:00:09,2022-03-22 20:00:09,2022-03-22,19,0
9,2022-03-21T08:00:08,2022-03-21T09:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321080008_20220321090008.mp4,2022-03-21 08:00:08,2022-03-21 09:00:08,2022-03-21,8,0
9,2022-03-23T09:00:08,2022-03-23T10:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220323090008_20220323100008.mp4,2022-03-23 09:00:08,2022-03-23 10:00:08,2022-03-23,9,0
10,2022-03-20T14:00:09,2022-03-20T15:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220320140009_20220320150009.mp4,2022-03-20 14:00:09,2022-03-20 15:00:09,2022-03-20,14,0
9,2022-03-19T13:00:08,2022-03-19T14:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220319130008_20220319140008.mp4,2022-03-19 13:00:08,2022-03-19 14:00:08,2022-03-19,13,0
10,2022-03-21T14:00:09,2022-03-21T15:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220321140009_20220321150009.mp4,2022-03-21 14:00:09,2022-03-21 15:00:09,2022-03-21,14,0
9,2022-03-22T09:00:08,2022-03-22T10:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220322090008_20220322100008.mp4,2022-03-22 09:00:08,2022-03-22 10:00:08,2022-03-22,9,0
9,2022-03-20T08:00:08,2022-03-20T09:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220320080008_20220320090008.mp4,2022-03-20 08:00:08,2022-03-20 09:00:08,2022-03-20,8,0
10,2022-03-23T19:00:09,2022-03-23T20:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220323190009_20220323200009.mp4,2022-03-23 19:00:09,2022-03-23 20:00:09,2022-03-23,19,0
9,2022-03-18T16:00:08,2022-03-18T17:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220318160008_20220318170008.mp4,2022-03-18 16:00:08,2022-03-18 17:00:08,2022-03-18,16,0
10,2022-03-20T11:00:09,2022-03-20T12:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220320110009_20220320120009.mp4,2022-03-20 11:00:09,2022-03-20 12:00:09,2022-03-20,11,0
10,2022-03-23T20:00:09,2022-03-23T21:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220323200009_20220323210009.mp4,2022-03-23 20:00:09,2022-03-23 21:00:09,2022-03-23,20,0
9,2022-03-23T17:00:08,2022-03-23T18:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220323170008_20220323180008.mp4,2022-03-23 17:00:08,2022-03-23 18:00:08,2022-03-23,17,0
10,2022-03-22T20:00:09,2022-03-22T21:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220322200009_20220322210009.mp4,2022-03-22 20:00:09,2022-03-22 21:00:09,2022-03-22,20,0
9,2022-03-19T16:00:08,2022-03-19T17:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220319160008_20220319170008.mp4,2022-03-19 16:00:08,2022-03-19 17:00:08,2022-03-19,16,0
2,2022-03-23T12:41:30,2022-03-23T14:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220323124130_20220323140001.mp4,2022-03-23 12:41:30,2022-03-23 14:00:01,2022-03-23,12,41
10,2022-03-21T11:00:09,2022-03-21T12:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220321110009_20220321120009.mp4,2022-03-21 11:00:09,2022-03-21 12:00:09,2022-03-21,11,0
9,2022-03-22T17:00:08,2022-03-22T18:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220322170008_20220322180008.mp4,2022-03-22 17:00:08,2022-03-22 18:00:08,2022-03-22,17,0
10,2022-03-18T10:00:09,2022-03-18T11:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220318100009_20220318110009.mp4,2022-03-18 10:00:09,2022-03-18 11:00:09,2022-03-18,10,0
10,2022-03-19T21:00:09,2022-03-19T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220319210009_20220319220000.mp4,2022-03-19 21:00:09,2022-03-19 22:00:00,2022-03-19,21,0
9,2022-03-21T17:00:08,2022-03-21T18:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321170008_20220321180008.mp4,2022-03-21 17:00:08,2022-03-21 18:00:08,2022-03-21,17,0
9,2022-03-18T21:00:08,2022-03-18T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220318210008_20220318220000.mp4,2022-03-18 21:00:08,2022-03-18 22:00:00,2022-03-18,21,0
10,2022-03-21T20:00:09,2022-03-21T21:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220321200009_20220321210009.mp4,2022-03-21 20:00:09,2022-03-21 21:00:09,2022-03-21,20,0
10,2022-03-20T12:00:09,2022-03-20T12:41:24,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220320120009_20220320124124.mp4,2022-03-20 12:00:09,2022-03-20 12:41:24,2022-03-20,12,0
2,2022-03-19T19:00:01,2022-03-19T19:58:52,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220319190001_20220319195852.mp4,2022-03-19 19:00:01,2022-03-19 19:58:52,2022-03-19,19,0
10,2022-03-22T11:00:09,2022-03-22T12:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220322110009_20220322120009.mp4,2022-03-22 11:00:09,2022-03-22 12:00:09,2022-03-22,11,0
9,2022-03-20T12:00:08,2022-03-20T12:41:24,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220320120008_20220320124124.mp4,2022-03-20 12:00:08,2022-03-20 12:41:24,2022-03-20,12,0
10,2022-03-19T10:00:09,2022-03-19T11:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220319100009_20220319110009.mp4,2022-03-19 10:00:09,2022-03-19 11:00:09,2022-03-19,10,0
10,2022-03-18T21:00:09,2022-03-18T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220318210009_20220318220000.mp4,2022-03-18 21:00:09,2022-03-18 22:00:00,2022-03-18,21,0
9,2022-03-20T17:00:08,2022-03-20T18:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220320170008_20220320180008.mp4,2022-03-20 17:00:08,2022-03-20 18:00:08,2022-03-20,17,0
10,2022-03-23T11:00:09,2022-03-23T12:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220323110009_20220323120009.mp4,2022-03-23 11:00:09,2022-03-23 12:00:09,2022-03-23,11,0
9,2022-03-19T21:00:08,2022-03-19T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220319210008_20220319220000.mp4,2022-03-19 21:00:08,2022-03-19 22:00:00,2022-03-19,21,0
10,2022-03-20T20:00:09,2022-03-20T21:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220320200009_20220320210009.mp4,2022-03-20 20:00:09,2022-03-20 21:00:09,2022-03-20,20,0
2,2022-03-22T15:00:01,2022-03-22T16:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220322150001_20220322160001.mp4,2022-03-22 15:00:01,2022-03-22 16:00:01,2022-03-22,15,0
1,2022-03-21T15:00:00,2022-03-21T16:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220321150000_20220321160000.mp4,2022-03-21 15:00:00,2022-03-21 16:00:00,2022-03-21,15,0
2,2022-03-18T14:00:01,2022-03-18T15:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220318140001_20220318150001.mp4,2022-03-18 14:00:01,2022-03-18 15:00:01,2022-03-18,14,0
1,2022-03-23T12:00:00,2022-03-23T12:41:27,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220323120000_20220323124127.mp4,2022-03-23 12:00:00,2022-03-23 12:41:27,2022-03-23,12,0
1,2022-03-20T15:00:00,2022-03-20T16:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220320150000_20220320160000.mp4,2022-03-20 15:00:00,2022-03-20 16:00:00,2022-03-20,15,0
2,2022-03-23T15:00:01,2022-03-23T16:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220323150001_20220323160001.mp4,2022-03-23 15:00:01,2022-03-23 16:00:01,2022-03-23,15,0
1,2022-03-18T19:00:00,2022-03-18T20:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220318190000_20220318200000.mp4,2022-03-18 19:00:00,2022-03-18 20:00:00,2022-03-18,19,0
2,2022-03-19T14:00:01,2022-03-19T15:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220319140001_20220319150001.mp4,2022-03-19 14:00:01,2022-03-19 15:00:01,2022-03-19,14,0
2,2022-03-18T19:00:01,2022-03-18T20:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220318190001_20220318200001.mp4,2022-03-18 19:00:01,2022-03-18 20:00:01,2022-03-18,19,0
9,2022-03-18T18:00:08,2022-03-18T19:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220318180008_20220318190008.mp4,2022-03-18 18:00:08,2022-03-18 19:00:08,2022-03-18,18,0
1,2022-03-19T14:00:00,2022-03-19T15:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220319140000_20220319150000.mp4,2022-03-19 14:00:00,2022-03-19 15:00:00,2022-03-19,14,0
2,2022-03-20T15:00:01,2022-03-20T16:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220320150001_20220320160001.mp4,2022-03-20 15:00:01,2022-03-20 16:00:01,2022-03-20,15,0
1,2022-03-23T15:00:00,2022-03-23T16:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220323150000_20220323160000.mp4,2022-03-23 15:00:00,2022-03-23 16:00:00,2022-03-23,15,0
1,2022-03-18T14:00:00,2022-03-18T15:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220318140000_20220318150000.mp4,2022-03-18 14:00:00,2022-03-18 15:00:00,2022-03-18,14,0
10,2022-03-20T12:41:26,2022-03-20T14:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220320124126_20220320140009.mp4,2022-03-20 12:41:26,2022-03-20 14:00:09,2022-03-20,12,41
9,2022-03-19T18:00:08,2022-03-19T19:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220319180008_20220319190008.mp4,2022-03-19 18:00:08,2022-03-19 19:00:08,2022-03-19,18,0
1,2022-03-22T15:00:00,2022-03-22T16:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220322150000_20220322160000.mp4,2022-03-22 15:00:00,2022-03-22 16:00:00,2022-03-22,15,0
2,2022-03-21T15:00:01,2022-03-21T16:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220321150001_20220321160001.mp4,2022-03-21 15:00:01,2022-03-21 16:00:01,2022-03-21,15,0
9,2022-03-19T19:00:08,2022-03-19T19:58:59,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220319190008_20220319195859.mp4,2022-03-19 19:00:08,2022-03-19 19:58:59,2022-03-19,19,0
1,2022-03-21T18:00:00,2022-03-21T19:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220321180000_20220321190000.mp4,2022-03-21 18:00:00,2022-03-21 19:00:00,2022-03-21,18,0
10,2022-03-21T08:00:09,2022-03-21T09:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220321080009_20220321090009.mp4,2022-03-21 08:00:09,2022-03-21 09:00:09,2022-03-21,8,0
9,2022-03-22T19:00:08,2022-03-22T20:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220322190008_20220322200008.mp4,2022-03-22 19:00:08,2022-03-22 20:00:08,2022-03-22,19,0
2,2022-03-22T18:00:01,2022-03-22T19:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220322180001_20220322190001.mp4,2022-03-22 18:00:01,2022-03-22 19:00:01,2022-03-22,18,0
9,2022-03-20T14:00:08,2022-03-20T15:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220320140008_20220320150008.mp4,2022-03-20 14:00:08,2022-03-20 15:00:08,2022-03-20,14,0
10,2022-03-23T09:00:09,2022-03-23T10:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220323090009_20220323100009.mp4,2022-03-23 09:00:09,2022-03-23 10:00:09,2022-03-23,9,0
2,2022-03-20T06:00:00,2022-03-20T07:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220320060000_20220320070001.mp4,2022-03-20 06:00:00,2022-03-20 07:00:01,2022-03-20,6,0
10,2022-03-22T12:00:09,2022-03-22T13:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220322120009_20220322130009.mp4,2022-03-22 12:00:09,2022-03-22 13:00:09,2022-03-22,12,0
2,2022-03-19T19:58:52,2022-03-19T21:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220319195852_20220319210001.mp4,2022-03-19 19:58:52,2022-03-19 21:00:01,2022-03-19,19,58
10,2022-03-22T09:00:09,2022-03-22T10:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220322090009_20220322100009.mp4,2022-03-22 09:00:09,2022-03-22 10:00:09,2022-03-22,9,0
9,2022-03-21T14:00:08,2022-03-21T15:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321140008_20220321150008.mp4,2022-03-21 14:00:08,2022-03-21 15:00:08,2022-03-21,14,0
9,2022-03-23T19:00:08,2022-03-23T20:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220323190008_20220323200008.mp4,2022-03-23 19:00:08,2022-03-23 20:00:08,2022-03-23,19,0
2,2022-03-23T18:00:01,2022-03-23T19:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220323180001_20220323190001.mp4,2022-03-23 18:00:01,2022-03-23 19:00:01,2022-03-23,18,0
1,2022-03-20T18:00:00,2022-03-20T19:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220320180000_20220320190000.mp4,2022-03-20 18:00:00,2022-03-20 19:00:00,2022-03-20,18,0
10,2022-03-20T08:00:09,2022-03-20T09:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220320080009_20220320090009.mp4,2022-03-20 08:00:09,2022-03-20 09:00:09,2022-03-20,8,0
10,2022-03-19T13:00:09,2022-03-19T14:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220319130009_20220319140009.mp4,2022-03-19 13:00:09,2022-03-19 14:00:09,2022-03-19,13,0
2,2022-03-21T06:00:00,2022-03-21T07:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220321060000_20220321070001.mp4,2022-03-21 06:00:00,2022-03-21 07:00:01,2022-03-21,6,0
9,2022-03-18T15:00:08,2022-03-18T16:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220318150008_20220318160008.mp4,2022-03-18 15:00:08,2022-03-18 16:00:08,2022-03-18,15,0
10,2022-03-18T12:41:25,2022-03-18T14:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220318124125_20220318140009.mp4,2022-03-18 12:41:25,2022-03-18 14:00:09,2022-03-18,12,41
2,2022-03-22T06:00:00,2022-03-22T07:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220322060000_20220322070001.mp4,2022-03-22 06:00:00,2022-03-22 07:00:01,2022-03-22,6,0
9,2022-03-22T14:00:08,2022-03-22T15:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220322140008_20220322150008.mp4,2022-03-22 14:00:08,2022-03-22 15:00:08,2022-03-22,14,0
2,2022-03-21T12:41:28,2022-03-21T14:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220321124128_20220321140001.mp4,2022-03-21 12:41:28,2022-03-21 14:00:01,2022-03-21,12,41
10,2022-03-21T09:00:09,2022-03-21T10:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220321090009_20220321100009.mp4,2022-03-21 09:00:09,2022-03-21 10:00:09,2022-03-21,9,0
1,2022-03-23T18:00:00,2022-03-23T19:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220323180000_20220323190000.mp4,2022-03-23 18:00:00,2022-03-23 19:00:00,2022-03-23,18,0
10,2022-03-23T08:00:09,2022-03-23T09:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220323080009_20220323090009.mp4,2022-03-23 08:00:09,2022-03-23 09:00:09,2022-03-23,8,0
9,2022-03-20T19:00:08,2022-03-20T20:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220320190008_20220320200008.mp4,2022-03-20 19:00:08,2022-03-20 20:00:08,2022-03-20,19,0
2,2022-03-20T18:00:01,2022-03-20T19:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220320180001_20220320190001.mp4,2022-03-20 18:00:01,2022-03-20 19:00:01,2022-03-20,18,0
2,2022-03-23T06:00:00,2022-03-23T07:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220323060000_20220323070001.mp4,2022-03-23 06:00:00,2022-03-23 07:00:01,2022-03-23,6,0
9,2022-03-19T15:00:08,2022-03-19T16:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220319150008_20220319160008.mp4,2022-03-19 15:00:08,2022-03-19 16:00:08,2022-03-19,15,0
9,2022-03-21T19:00:08,2022-03-21T20:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321190008_20220321200008.mp4,2022-03-21 19:00:08,2022-03-21 20:00:08,2022-03-21,19,0
2,2022-03-21T18:00:01,2022-03-21T19:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220321180001_20220321190001.mp4,2022-03-21 18:00:01,2022-03-21 19:00:01,2022-03-21,18,0
1,2022-03-22T18:00:00,2022-03-22T19:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220322180000_20220322190000.mp4,2022-03-22 18:00:00,2022-03-22 19:00:00,2022-03-22,18,0
10,2022-03-22T08:00:09,2022-03-22T09:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220322080009_20220322090009.mp4,2022-03-22 08:00:09,2022-03-22 09:00:09,2022-03-22,8,0
10,2022-03-20T09:00:09,2022-03-20T10:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220320090009_20220320100009.mp4,2022-03-20 09:00:09,2022-03-20 10:00:09,2022-03-20,9,0
9,2022-03-23T14:00:08,2022-03-23T15:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220323140008_20220323150008.mp4,2022-03-23 14:00:08,2022-03-23 15:00:08,2022-03-23,14,0
1,2022-03-18T17:00:00,2022-03-18T18:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220318170000_20220318180000.mp4,2022-03-18 17:00:00,2022-03-18 18:00:00,2022-03-18,17,0
10,2022-03-18T07:00:09,2022-03-18T08:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220318070009_20220318080009.mp4,2022-03-18 07:00:09,2022-03-18 08:00:09,2022-03-18,7,0
2,2022-03-20T16:00:01,2022-03-20T17:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220320160001_20220320170001.mp4,2022-03-20 16:00:01,2022-03-20 17:00:01,2022-03-20,16,0
2,2022-03-20T21:00:01,2022-03-20T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch2_main_20220320210001_20220320220000.mp4,2022-03-20 21:00:01,2022-03-20 22:00:00,2022-03-20,21,0
1,2022-03-23T16:00:00,2022-03-23T17:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220323160000_20220323170000.mp4,2022-03-23 16:00:00,2022-03-23 17:00:00,2022-03-23,16,0
1,2022-03-19T17:00:00,2022-03-19T18:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch1_main_20220319170000_20220319180000.mp4,2022-03-19 17:00:00,2022-03-19 18:00:00,2022-03-19,17,0
10,2022-03-19T07:00:09,2022-03-19T08:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220319070009_20220319080009.mp4,2022-03-19 07:00:09,2022-03-19 08:00:09,2022-03-19,7,0
